GivenName,Surname,StreetAddress,City,State,ZipCode,EmailAddress,Gender,BloodType,Pounds
Matthew,Mundy,3312 Romrog Way,Sidney,NE,69162,MatthewEMundy@dodgit.com,male,O+,211
Estela,Reynolds,37 Collins Avenue,Canal Winchester,OH,43110,EstelaDReynolds@mailinator.com,female,O+,217.4
William,Sutton,4481 Fleming Way,Richmond,VA,23224,WilliamNSutton@mailinator.com,male,O+,222.6
Eugenia,McLeod,209 Mulberry Lane,Fort Lauderdale,FL,33301,EugeniaJMcLeod@trashymail.com,female,AB+,136.8
Alice,Lentz,4148 Progress Way,Morning Sun,IA,52640,AliceJLentz@dodgit.com,female,O+,179.3
Sarah,Robinson,4381 Nickel Road,Pasadena,CA,91101,SarahFRobinson@trashymail.com,female,O+,214.5
Henrietta,Sundberg,1314 Golf Course Drive,Arlington,VA,22201,HenriettaASundberg@mailinator.com,female,AB+,137.5
Walter,Bissonnette,3429 Holly Street,Rome,GA,30161,WalterABissonnette@dodgit.com,male,A+,180
Milton,Blackston,4024 Cemetery Street,Houston,TX,77098,MiltonEBlackston@pookmail.com,male,O+,177.1
Maxine,Lucas,2903 Traders Alley,Kansas City,MO,64111,MaxineELucas@trashymail.com,female,AB+,110.2
Ray,Cohen,2410 Mill Street,Greenville,SC,29607,RayHCohen@mailinator.com,male,O+,233
Cora,Morrison,1923 Ashmor Drive,International Falls,MN,56649,CoraMMorrison@spambob.com,female,O+,175.1
Mathew,Dunn,4573 Harley Brook Lane,Altoona,PA,16602,MathewPDunn@pookmail.com,male,O+,239.6
Harold,Schneider,4413 Newton Street,Appleton,MN,56208,HaroldMSchneider@mailinator.com,male,A-,195.8
Ahmad,Bischoff,547 North Avenue,Pleasant Dale,NE,68423,AhmadABischoff@spambob.com,male,B+,225.3
James,Carter,4390 Elk City Road,Monroe,LA,71201,JamesNCarter@trashymail.com,male,A+,240.7
Donald,Burns,4288 Clarence Court,Whiteville,NC,28472,DonaldLBurns@mailinator.com,male,A+,228.8
Ann,Burgett,2709 Shinn Avenue,Pittsburgh,PA,15212,AnnTBurgett@mailinator.com,female,O+,117.5
Ralph,Trull,4475 Walkers Ridge Way,Chicago,IL,60606,RalphNTrull@mailinator.com,male,O+,144.5
Cristina,Culver,3369 Chardonnay Drive,Centralia,WA,98531,CristinaDCulver@mailinator.com,female,A+,111.3
Kendra,Russell,1770 Raoul Wallenberg Place,New Haven,CT,06511,KendraPRussell@spambob.com,female,O+,205
Robert,Lavallee,3930 Lake Floyd Circle,Rockville,MD,20852,RobertKLavallee@trashymail.com,male,A+,241.3
Natalie,Espinosa,3749 Weekley Street,San Antonio,TX,78258,NatalieJEspinosa@pookmail.com,female,O+,147.4
James,Manuel,2026 Johnny Lane,Milwaukee,WI,53202,JamesOManuel@dodgit.com,male,O+,186.6
Katherine,Wright,4378 Woodrow Way,Houston,TX,77036,KatherineJWright@spambob.com,female,O+,171.4
Matthew,Phillips,2686 Ashford Drive,Washington,VA,20005,MatthewMPhillips@mailinator.com,male,A+,177.3
Davina,Penney,2467 Neville Street,Petersburg,IN,47567,DavinaBPenney@pookmail.com,female,O+,156
Lavonda,Poitra,4368 Fannie Street,Cambridge,MA,02141,LavondaRPoitra@trashymail.com,female,AB+,157.3
Courtney,Smith,1045 Coal Street,Philipsburg,PA,16866,CourtneySSmith@dodgit.com,female,B+,196.2
Bennie,Bond,1259 Lynn Ogden Lane,Beaumont,TX,77701,BennieTBond@mailinator.com,male,A+,207.2
Sharron,Duvall,2744 American Drive,Holley Navarre,FL,32569,SharronJDuvall@dodgit.com,female,O+,151.8
Johnny,Olsson,2164 Holly Street,Dalton,GA,30720,JohnnyLOlsson@pookmail.com,male,A+,238
Corinna,Clark,4046 Monroe Avenue,Palma Sola,FL,34209,CorinnaAClark@trashymail.com,female,O+,165.9
Dennis,Adams,2718 Boggess Street,Frisco,TX,75034,DennisDAdams@pookmail.com,male,A+,229.9
Jenise,Starns,1248 Nixon Avenue,Chattanooga,TN,37403,JenisePStarns@dodgit.com,female,B+,182.2
Gary,Allen,3730 Traders Alley,Kansas City,MO,64106,GaryBAllen@pookmail.com,male,A+,151.4
Doloris,Ralston,2082 Larry Street,Milwaukee,WI,53211,DolorisBRalston@pookmail.com,female,A+,200
Laura,Harris,1853 Skips Lane,Phoenix,AZ,85034,LauraWHarris@mailinator.com,female,O+,191
Lorraine,Tirado,4324 Wilson Street,San Diego,CA,92103,LorraineTTirado@spambob.com,female,AB-,195.6
Kellie,Price,710 Mayo Street,Lexington,KY,40505,KellieMPrice@mailinator.com,female,B+,128.9
Cyndi,Daniels,4144 Lilac Lane,Savannah,GA,31401,CyndiMDaniels@spambob.com,female,O-,197.6
Joyce,Carlile,2526 Felosa Drive,Los Angeles,CA,90017,JoyceMCarlile@pookmail.com,female,O+,125.6
Richard,Starks,1868 Cunningham Court,Flint,MI,48548,RichardVStarks@trashymail.com,male,A+,230.3
Maria,Artz,4404 Cedar Street,Little Rock,AR,72201,MariaGArtz@spambob.com,female,B+,192.1
Anthony,Murdock,3313 Lyndon Street,Bethlehem,PA,18018,AnthonySMurdock@trashymail.com,male,A+,199.1
Esther,Klemm,2173 Single Street,Wakefield,MA,01880,EstherAKlemm@pookmail.com,female,A+,200.2
Allen,Henry,3690 Penn Street,Columbia,MO,65207,AllenSHenry@dodgit.com,male,A+,220.4
Patrick,McPherson,2562 University Drive,Chicago,IL,60610,PatrickRMcPherson@spambob.com,male,O+,226.8
Christina,Escalante,2205 Loving Acres Road,Kansas City,MO,64134,ChristinaDEscalante@mailinator.com,female,A-,135.3
Gabriel,Luck,1379 Francis Mine,Sacramento,CA,95814,GabrielMLuck@pookmail.com,male,O+,216.5
Monica,Isaac,4811 Burning Memory Lane,Philadelphia,PA,19103,MonicaBIsaac@pookmail.com,female,B+,131.6
Nathaniel,Fagan,4112 Radio Park Drive,Augusta,GA,30904,NathanielAFagan@spambob.com,male,O+,243.3
Jessie,McNair,488 Pin Oak Drive,Long Beach,CA,90807,JessieDMcNair@trashymail.com,female,O+,207.7
Rebecca,Malone,3958 Ventura Drive,San Francisco,CA,94108,RebeccaGMalone@dodgit.com,female,B+,167
Jonathan,Palmer,2365 Forest Drive,Arlington,VA,22201,JonathanEPalmer@pookmail.com,male,AB+,193.6
Greg,Huntley,2844 Cedar Lane,Newton,MA,02160,GregHHuntley@dodgit.com,male,O-,244.4
Jeffrey,Mills,4933 Desert Broom Court,West Orange,NJ,07052,JeffreyBMills@spambob.com,male,O+,159.3
Mary,Reynolds,2128 O Conner Street,Omega,GA,31775,MarySReynolds@spambob.com,female,A+,142.3
Bonnie,Wafford,2383 Hinkle Lake Road,Boston,MA,02199,BonnieBWafford@dodgit.com,female,O+,132.7
Suzie,McKnight,1195 Terra Street,Seattle,WA,98109,SuzieRMcKnight@dodgit.com,female,O-,171.2
Jeffrey,Craver,4909 Harper Street,Paducah,KY,42003,JeffreyLCraver@trashymail.com,male,B+,240.7
Claire,Hughes,3297 Logan Lane,Boulder,CO,80302,ClaireWHughes@dodgit.com,female,A+,120.3
William,Jackman,4159 Late Avenue,Elkhart,OK,67950,WilliamJJackman@pookmail.com,male,O+,224
Sean,Black,4064 Walt Nuzum Farm Road,Rochester,NY,14620,SeanLBlack@trashymail.com,male,O+,145
Gia,Hickox,3729 Lakewood Drive,North Bergen,NJ,07047,GiaMHickox@mailinator.com,female,O+,185.7
Dorothy,Moreno,4523 White Lane,Macon,GA,31201,DorothyMMoreno@mailinator.com,female,O+,157.1
Gertrude,Billings,1331 Public Works Drive,Chattanooga,TN,37403,GertrudeNBillings@dodgit.com,female,O+,125.6
Doris,Childs,1573 Longview Avenue,New York,NY,10004,DorisWChilds@pookmail.com,female,A+,173.6
Kenneth,Rivers,3267 Marion Drive,Tampa,FL,33610,KennethRRivers@trashymail.com,male,A-,158
David,Brown,3811 Hilltop Street,Springfield,MA,01103,DavidABrown@spambob.com,male,B+,134
Thomas,Henderson,232 North Bend River Road,Lexington,KY,40507,ThomasLHenderson@dodgit.com,male,O+,186.3
Jennifer,Carman,4236 Clark Street,Riverhead,NY,11901,JenniferCCarman@mailinator.com,female,O+,121.9
Anna,Gomez,4114 Hornor Avenue,Tulsa,OK,74120,AnnaJGomez@spambob.com,female,O-,198.7
Christopher,Oliver,2100 Plainfield Avenue,Syracuse,NY,13202,ChristopherGOliver@pookmail.com,male,A+,208.3
Pamala,Gammage,4353 Young Road,Weippe,ID,83553,PamalaDGammage@trashymail.com,female,O+,156.9
Roberta,Stradford,3477 Kembery Drive,Chicago,IL,60605,RobertaAStradford@pookmail.com,female,A+,157.5
Ladonna,Graves,746 Lucky Duck Drive,Pittsburgh,PA,15212,LadonnaDGraves@pookmail.com,female,B+,160.6
Helen,Workman,2082 Whitman Court,Cheshire,CT,06410,HelenCWorkman@trashymail.com,female,A+,109.3
Mary,Castiglione,2175 Nickel Road,Irvine,CA,92614,MaryECastiglione@pookmail.com,female,B+,174.9
Jacqueline,Johnson,1397 Bicetown Road,New York,NY,10013,JacquelineRJohnson@trashymail.com,female,O+,147.4
Arlene,Hill,319 Langtown Road,Wapakoneta,OH,45895,ArleneRHill@pookmail.com,female,O+,192.3
Jose,Ball,3545 Sun Valley Road,Spokane,WA,99201,JoseJBall@dodgit.com,male,B+,169
Jason,Free,3306 Reel Avenue,Angel Fire,NM,87710,JasonCFree@dodgit.com,male,O-,182.2
Stephanie,Daigre,1249 Timber Oak Drive,Spade,TX,79369,StephanieDDaigre@dodgit.com,female,B+,134.2
Joanne,Wilder,3200 Chapmans Lane,Belen,NM,87002,JoanneRWilder@trashymail.com,female,A+,129.8
Clara,Jackson,2322 Cambridge Court,Phoenix,AZ,85034,ClaraLJackson@dodgit.com,female,O+,176.7
Carrie,Wellborn,2407 George Street,Ocala,FL,34471,CarrieWWellborn@dodgit.com,female,A+,117.7
German,Reynolds,4707 Single Street,Waltham,MA,02154,GermanSReynolds@trashymail.com,male,O+,212.3
Sarah,Moore,3103 Parkway Drive,Mammoth,AZ,85618,SarahAMoore@pookmail.com,female,A+,106.9
Paul,Harbin,230 Reel Avenue,Farmington,NM,87402,PaulSHarbin@dodgit.com,male,A+,162.1
Patricia,Place,2543 Chatham Way,Cumberland,MD,21502,PatriciaWPlace@mailinator.com,female,AB+,141
Mildred,Moon,382 Warner Street,Casper,WY,82601,MildredMMoon@pookmail.com,female,O+,183.5
Marjorie,Lucero,1883 B Street,Shoreview,MN,55126,MarjorieALucero@spambob.com,female,A-,120.3
Stella,Walsh,2390 Stroop Hill Road,Atlanta,GA,30305,StellaMWalsh@mailinator.com,female,A+,145
James,Richardson,2099 Smith Street,Southbridge,MA,01550,JamesKRichardson@trashymail.com,male,A+,173.4
Alice,Driskell,4487 Burwell Heights Road,Beaumont,TX,77701,AliceLDriskell@dodgit.com,female,O+,182.8
George,Rakes,676 Washburn Street,Baton Rouge,LA,70802,GeorgeSRakes@pookmail.com,male,O+,165.7
Vincent,Quiroz,4513 Filbert Street,King Of Prussia,PA,19406,VincentCQuiroz@spambob.com,male,O+,200.4
William,Rodrigues,940 Linda Street,Philadelphia,PA,19146,WilliamDRodrigues@mailinator.com,male,A+,205.3
Debra,Thiel,1212 Abner Road,Wausau,WI,54401,DebraJThiel@mailinator.com,female,O+,180.6
Elizabeth,Best,1185 Cost Avenue,Adelphi,MD,20783,ElizabethHBest@pookmail.com,female,A+,228.6
Jerry,Davis,2384 Reppert Coal Road,Mount Clemens,MI,48045,JerrySDavis@mailinator.com,male,AB+,196.2
Robert,Herndon,2263 Ocala Street,Orlando,FL,32801,RobertLHerndon@dodgit.com,male,B+,226.8
James,Jones,4344 Cheshire Road,Norwalk,CT,06851,JamesLJones@dodgit.com,male,O+,186.8
Rosemarie,Sheppard,1586 Steele Street,Oak Brook,IL,60523,RosemarieHSheppard@pookmail.com,female,A+,138.6
Micheal,Packer,4334 Hillside Street,Phoenix,AZ,85034,MichealLPacker@spambob.com,male,O+,142.3
Eliza,Lerner,1669 Hilltop Haven Drive,Newark,NJ,07102,ElizaJLerner@trashymail.com,female,O+,202.6
Hilda,Rogers,3559 Strother Street,Birmingham,AL,35222,HildaJRogers@pookmail.com,female,O+,130.9
Mary,Gee,646 Arthur Avenue,Magnolia,IL,61336,MaryGGee@pookmail.com,female,B+,125.4
Matthew,Root,3778 Mount Olive Road,Atlanta,GA,30303,MatthewKRoot@dodgit.com,male,A+,159.5
Robert,Spinks,4787 Passaic Street,Washington,DC,20024,RobertSSpinks@mailinator.com,male,O+,203.1
Thelma,Spaulding,2239 Kemper Lane,Salt Lake City,UT,84104,ThelmaSSpaulding@spambob.com,female,O+,204.2
Robert,Hetherington,1257 College View,Fayetteville,IL,62258,RobertLHetherington@dodgit.com,male,O+,245.3
Joetta,Purcell,2339 Villa Drive,Plymouth,IN,46563,JoettaEPurcell@dodgit.com,female,AB+,181.1
Emmett,Williams,1631 Libby Street,Gardena,CA,90248,EmmettJWilliams@mailinator.com,male,B+,162.6
Tina,Craig,2817 Hampton Meadows,Acton,MA,01720,TinaMCraig@trashymail.com,female,O+,227.5
Erin,Diaz,1228 Spring Avenue,Newark,PA,19714,ErinMDiaz@mailinator.com,female,A+,109.3
Francisco,Williams,1217 Southern Street,Huntington,NY,11743,FranciscoCWilliams@trashymail.com,male,A+,232.1
Juanita,West,3362 Rebecca Street,Arlington Heights,IL,60004,JuanitaMWest@dodgit.com,female,B+,182.2
John,Wright,948 Hiney Road,North Las Vegas,NV,89032,JohnMWright@trashymail.com,male,B+,154
Albert,Houle,166 Pyramid Valley Road,Burlington,IA,52601,AlbertTHoule@spambob.com,male,O-,188.8
Abbie,Oliver,1130 Straford Park,Allen,KY,41601,AbbieSOliver@dodgit.com,female,O+,154.9
Betty,Deleon,3709 Beeghley Street,Marlin,TX,76661,BettyKDeleon@mailinator.com,female,A-,181.1
William,Johnson,522 Modoc Alley,Eagle,ID,83642,WilliamLJohnson@spambob.com,male,B+,143.2
Daniel,Walker,2932 Water Street,Danville,CA,94526,DanielRWalker@mailinator.com,male,A+,156.2
Dolores,Staten,4684 Chandler Drive,Joplin,MO,64801,DoloresRStaten@spambob.com,female,AB-,106.3
Larry,Flores,2473 Maryland Avenue,Tampa,FL,33634,LarryKFlores@trashymail.com,male,AB+,247.3
Dorothy,Silva,1605 Berkshire Circle,Knoxville,TN,37917,DorothyRSilva@dodgit.com,female,O-,165.7
Kathryn,Myers,1664 Orchard Street,Bloomington,MN,55437,KathrynMMyers@pookmail.com,female,O+,155.1
Theron,Black,2682 Southern Street,Garden City,NY,11530,TheronKBlack@trashymail.com,male,A+,175.6
Geraldine,Berg,4750 Elk City Road,Indianapolis,IN,46204,GeraldineHBerg@trashymail.com,female,AB+,198.9
Michael,Cordero,1280 Freed Drive,Stockton,CA,95219,MichaelMCordero@trashymail.com,male,A-,151.1
Kathryn,Porche,4485 Renwick Drive,Philadelphia,PA,19108,KathrynSPorche@pookmail.com,female,O+,106.3
Sally,Polk,2298 Camden Street,Reno,NV,89501,SallyEPolk@spambob.com,female,O+,181.9
Tina,Knowlton,4978 Goldcliff Circle,Washington,DC,20016,TinaSKnowlton@mailinator.com,female,A+,182.4
Rick,Salgado,4170 Sweetwood Drive,Arvada,CO,80002,RickGSalgado@spambob.com,male,O-,170.9
Alex,Paul,3674 Woodbridge Lane,Detroit,MI,48207,AlexMPaul@dodgit.com,male,A+,193.2
William,Blais,3853 Hall Street,Las Vegas,NV,89101,WilliamMBlais@dodgit.com,male,AB+,193.8
Don,Jamison,284 Maple Street,Huntington Beach,CA,92648,DonKJamison@dodgit.com,male,A+,178.6
Estelle,Feliciano,4483 Tori Lane,Salt Lake City,UT,84116,EstelleRFeliciano@dodgit.com,female,O+,167.9
Timothy,Stephens,3331 Spruce Drive,Gibsonia,PA,15044,TimothyJStephens@mailinator.com,male,O+,234.1
Etta,Bonet,1910 Summit Park Avenue,Bloomfield Township,MI,48302,EttaDBonet@dodgit.com,female,A+,211.6
Ray,Santiago,778 Sugar Camp Road,Winona,MN,55987,RayKSantiago@pookmail.com,male,O+,149.4
Catina,Shook,3429 Moore Avenue,Fort Worth,TX,76107,CatinaGShook@mailinator.com,female,AB+,180.2
Debora,Billings,325 B Street,Saint Paul,MN,55104,DeboraJBillings@spambob.com,female,B+,204.6
Joe,Davis,1127 Midway Road,Fort Smith,AR,72908,JoeKDavis@trashymail.com,male,O+,142.1
Micheal,Conroy,3517 Sycamore Fork Road,Miami,FL,33131,MichealAConroy@trashymail.com,male,O+,129.4
Wanda,Barker,2454 George Avenue,Mobile,AL,36693,WandaTBarker@spambob.com,female,O+,182.4
George,Romer,3046 Half and Half Drive,Fresno,CA,93706,GeorgeKRomer@spambob.com,male,O+,224
Allen,Ozuna,1200 Cambridge Drive,Glendale,AZ,85301,AllenJOzuna@dodgit.com,male,A+,191.8
Gerald,Jackson,3336 Elliott Street,Manchester,NH,03101,GeraldMJackson@spambob.com,male,O+,210.3
Mark,Lackey,349 Elk Creek Road,Gainesville,GA,30501,MarkDLackey@pookmail.com,male,A+,134.6
Aaron,O'Neill,1502 Collins Street,State College,PA,16801,AaronAONeill@pookmail.com,male,O-,179.3
Rosalie,Gardner,3514 Edgewood Avenue,Fresno,CA,93721,RosalieLGardner@pookmail.com,female,O+,117.7
Mildred,Bradford,647 Brookside Drive,Boligee,AL,35443,MildredABradford@mailinator.com,female,AB+,179.3
Gail,Woods,4765 Flinderation Road,Hickory Hills,IL,60457,GailDWoods@trashymail.com,female,O+,162.4
Anna,Zimmerman,1494 Whitman Court,Stamford,CT,06902,AnnaDZimmerman@mailinator.com,female,B+,220.2
Crystal,Hibbert,2783 Paul Wayne Haggerty Road,New Orleans,LA,70112,CrystalJHibbert@trashymail.com,female,A+,220
Tony,Duda,2189 Windy Ridge Road,Fort Wayne,IN,46802,TonyLDuda@pookmail.com,male,O+,155.3
Jessica,Hart,4721 Post Avenue,Morocco,IN,47963,JessicaRHart@mailinator.com,female,A+,173.1
Ruby,Sims,3057 Mayo Street,Cincinnati,KY,45202,RubyGSims@dodgit.com,female,A+,120.3
Alexandra,Carpenter,3718 Woodland Drive,Sioux City,IA,51101,AlexandraWCarpenter@trashymail.com,female,B+,160.4
Bill,Boyd,2738 Wiseman Street,Knoxville,TN,37917,BillEBoyd@dodgit.com,male,O-,181.1
Megan,Nelson,4294 Pinewood Avenue,Iron Mountain,MI,49801,MeganRNelson@mailinator.com,female,B+,124.5
Jean,Boardman,3293 Maud Street,New Castle,DE,19720,JeanFBoardman@mailinator.com,female,A+,140.8
Peter,Banks,1305 Giraffe Hill Drive,Mesquite,TX,75150,PeterGBanks@dodgit.com,male,A-,178.4
John,Lesage,1665 Chapmans Lane,Farmington,NM,87402,JohnRLesage@trashymail.com,male,AB+,207.9
Alicia,Norton,1725 Layman Avenue,Fayetteville,NC,28301,AliciaSNorton@spambob.com,female,O+,214.5
Joshua,Morton,4065 Wayback Lane,Bohemia,NY,11716,JoshuaKMorton@pookmail.com,male,AB+,238.3
Bennett,Meehan,4236 Post Farm Road,Atlanta,GA,30309,BennettKMeehan@spambob.com,male,A-,223.7
Theresa,Lark,258 Kemper Lane,Salt Lake City,UT,84104,TheresaWLark@trashymail.com,female,O+,159.9
Jeramy,Barlow,3818 Lynch Street,San Francisco,CA,94103,JeramySBarlow@pookmail.com,male,O+,193.6
Garrett,Bogdan,3650 Forest Drive,Arlington,VA,22201,GarrettKBogdan@trashymail.com,male,B+,193.2
Robert,Anderson,2364 Tenmile Road,South Boston,MA,02127,RobertSAnderson@spambob.com,male,A+,177.1
Martin,Montoya,4394 Smith Street,Shrewsbury,MA,01545,MartinKMontoya@trashymail.com,male,A+,218.2
Carol,Pruden,2597 Cemetery Street,Salinas,CA,93901,CarolMPruden@trashymail.com,female,O+,150.7
Karen,Horan,1336 Pointe Lane,Fort Lauderdale,FL,33304,KarenAHoran@dodgit.com,female,A+,167.4
Afton,Hardiman,3580 Hershell Hollow Road,Mira Loma,CA,91752,AftonAHardiman@dodgit.com,female,B+,196.7
Patty,Pope,2520 Allison Avenue,Norfolk,VA,23503,PattyMPope@spambob.com,female,O+,220.7
Vera,Campbell,4104 Rodney Street,Saint Louis,MO,63101,VeraMCampbell@dodgit.com,female,O+,200
Stacy,Hostetler,61 Crowfield Road,Phoenix,AZ,85018,StacyFHostetler@spambob.com,female,O+,138.6
Imogene,Pelton,55 Sarah Drive,Lafayette,LA,70506,ImogeneDPelton@pookmail.com,female,O+,146.3
Dean,Cartwright,3291 Davis Place,Cairo (Allen),OH,45820,DeanSCartwright@mailinator.com,female,O+,212.5
Troy,Hopkins,406 Sunset Drive,Jonesboro,AR,72401,TroyHHopkins@dodgit.com,male,O+,169.6
Luis,Hardy,1236 Lindale Avenue,Oakland,CA,94612,LuisDHardy@dodgit.com,male,A+,221.8
David,Arredondo,4650 Wolf Pen Road,San Francisco,CA,94107,DavidCArredondo@dodgit.com,male,A+,182.4
Chad,Fowler,3787 Rowes Lane,Paducah,KY,42001,ChadGFowler@mailinator.com,male,A+,170.1
Adam,Johnson,2429 Armory Road,Fair Bluff,NC,28439,AdamRJohnson@trashymail.com,male,A+,235.6
Stephen,Earl,4008 Twin House Lane,Mount Vernon,MO,65712,StephenJEarl@pookmail.com,male,O+,230.3
Christina,Wallace,1854 Austin Avenue,Waycross,GA,31501,ChristinaEWallace@dodgit.com,female,A+,130.7
Anna,Granier,1190 Round Table Drive,Mason,OH,45040,AnnaRGranier@pookmail.com,female,A+,200.6
Charles,Rodriguez,1672 Young Road,Pocatello,ID,83204,CharlesLRodriguez@spambob.com,male,A+,231.7
Brandon,Washburn,683 Conifer Drive,Seattle,WA,98109,BrandonJWashburn@spambob.com,male,A+,145.4
Michael,Welsh,2698 Walkers Ridge Way,Northbrook,IL,60062,MichaelRWelsh@mailinator.com,male,O+,159.1
Angeline,Almendarez,4220 Waterview Lane,Albuquerque,NM,87106,AngelineWAlmendarez@spambob.com,female,B+,148.3
Philip,Rhodes,3075 Francis Mine,North San Juan,CA,95960,PhilipJRhodes@pookmail.com,male,O+,148.5
Katherine,Anthony,543 South Street,Charlottesville,VA,22903,KatherineRAnthony@trashymail.com,female,A+,147
Richard,Evans,2734 Hampton Meadows,Lowell,MA,01852,RichardPEvans@pookmail.com,male,O+,139.3
Zonia,Lee,3358 Lowndes Hill Park Road,Los Angeles,CA,90017,ZoniaKLee@trashymail.com,female,A-,198
Ardella,Cook,485 Hidden Meadow Drive,Hazen,ND,58545,ArdellaRCook@spambob.com,female,O+,150
Renee,Vogan,3797 Romrog Way,Grand Island,NE,68801,ReneeRVogan@dodgit.com,female,B+,115.5
Tanya,Ransom,985 Hickory Lane,Silver Spring,DC,20904,TanyaFRansom@dodgit.com,female,O+,208.3
Jake,Haug,4900 Byrd Lane,Albuquerque,NM,87111,JakeLHaug@trashymail.com,male,A-,243.3
Justin,Jacobs,2202 Redbud Drive,Garden City,NY,11530,JustinMJacobs@dodgit.com,male,O+,165.2
Albert,McLoughlin,2869 Elk Street,Anaheim,CA,92801,AlbertJMcLoughlin@spambob.com,male,A+,229
Debra,Sattler,4716 Michigan Avenue,Pittsburgh,PA,15212,DebraMSattler@mailinator.com,female,A+,205.7
Ethel,Jacobs,84 Mount Tabor,La Grange (Dutchess),NY,12540,EthelKJacobs@pookmail.com,female,B+,160.4
Michael,Underwood,438 Clousson Road,Houston,TX,77063,MichaelEUnderwood@spambob.com,male,A+,241.1
Nicole,Lawrence,1007 Emma Street,Skellytown,TX,79080,NicoleFLawrence@pookmail.com,female,B+,174.9
William,McGee,4266 Don Jackson Lane,Birmingham,MI,48009,WilliamLMcGee@dodgit.com,male,O+,214.7
Jacquelyn,Watson,3057 Garfield Road,Bartonville,IL,61607,JacquelynRWatson@dodgit.com,female,O-,118.8
Pamela,Alford,4190 Atha Drive,Bakersfield,CA,93301,PamelaEAlford@dodgit.com,female,B+,115.7
April,Rodriguez,3684 Owen Lane,Fort Myers,FL,33905,AprilWRodriguez@mailinator.com,female,O+,156.9
Jeffery,Dunn,4909 Terra Cotta Street,Thief River Falls,MN,56701,JefferyADunn@mailinator.com,male,O+,149.8
Michael,Burton,1732 Rainbow Drive,Perry Heights,OH,44646,MichaelABurton@mailinator.com,male,O+,244.4
James,Meyer,4287 Horseshoe Lane,Philadelphia,PA,19108,JamesSMeyer@spambob.com,male,B+,208.6
Lori,Hilton,3956 Hiddenview Drive,Huntingdon Valley,PA,19006,LoriTHilton@mailinator.com,female,A+,174.2
Mary,Allen,3268 Sundown Lane,Austin,TX,78752,MaryCAllen@mailinator.com,female,B-,137.9
Andrew,Shepherd,4021 Myra Street,Providence,RI,02904,AndrewMShepherd@mailinator.com,male,O+,132.7
Richard,Rowland,4595 Farland Avenue,Victoria,TX,77901,RichardJRowland@trashymail.com,male,B-,196.9
Clark,Chase,2175 Patterson Street,Houston,TX,77026,ClarkSChase@mailinator.com,male,O+,237.6
Todd,Rocha,1478 Central Avenue,Branchburg,NJ,08817,ToddDRocha@spambob.com,male,O+,215.2
Sharon,Musselman,2452 Poco Mas Drive,Dallas,TX,75219,SharonPMusselman@mailinator.com,female,A+,164.3
Christopher,Feuerstein,946 Highland View Drive,Citrus Heights,CA,95610,ChristopherLFeuerstein@mailinator.com,male,B+,146.7
Michael,Dodge,2521 Flanigan Oaks Drive,College Park,MD,20741,MichaelCDodge@trashymail.com,male,A+,210.5
Ina,Cable,1314 River Road,Monument,CO,80132,InaRCable@trashymail.com,female,O+,197.1
Gregg,Pantoja,4577 Gladwell Street,Memphis,TN,38117,GreggJPantoja@trashymail.com,male,A-,214.9
